"Job_ID","Pipeline_ID","Scan_Type","Severity","Vulnerability_Count","Arrival_Time_Min","Service_Time_Min","Risk_Score","Developer_Experience","Code_Change_Size","Severity_Score","Vulnerability_Normalized","Risk_Normalized","Waiting_Factor","GatekeeperX_Priority_Score","Priority_Class","Security_Decision","Queue_Position","Service_Start_Time","Completion_Time","Actual_Waiting_Time","Turnaround_Time","Dynamic_Priority","Simulation_Queue_Position","Simulation_Status"
383,"PL-0174","Container","Medium",1,940.33,3.38,43.11,"Intermediate","Medium",50,6.25,43.11,37.4803695702431,38.28,"P4 - Low","PASS WITH MONITORING",718,1764.26,1767.64,823.93,827.31,100,383,"Completed"
384,"PL-0158","SCA","Low",1,944.01,3.24,19.91,"Junior","Medium",25,6.25,19.91,37.6270497357365,21.24,"P4 - Low","PASS",943,1767.64,1770.88,823.63,826.87,100,384,"Completed"
385,"PL-0107","SCA","Low",3,950.24,4.59,25.5,"Intermediate","Small",25,18.75,25.5,37.8753696898193,25.16,"P4 - Low","PASS",850,1770.88,1775.47,820.64,825.23,100,385,"Completed"
386,"PL-0227","DAST","Medium",4,950.49,6.81,57.8,"Intermediate","Small",50,25,57.8,37.8853343749751,45.74,"P3 - Medium","PASS WITH MONITORING",525,1775.47,1782.28,824.98,831.79,100,386,"Completed"
387,"PL-0042","DAST","Medium",4,953.59,6.78,66.3,"Senior","Medium",50,25,66.3,38.0088964709071,47.88,"P3 - Medium","PASS WITH MONITORING",470,1782.28,1789.06,828.69,835.47,100,387,"Completed"
388,"PL-0243","SAST","High",8,964.68,3.78,87.28,"Intermediate","Small",75,50,87.28,38.4509299044187,69.42,"P2 - High","WAIT / PRIORITIZE",167,1789.06,1792.84,824.38,828.16,100,388,"Completed"
389,"PL-0098","SCA","High",9,964.71,4.37,80.08,"Senior","Small",75,56.25,80.08,38.4521256666374,68.87,"P2 - High","WAIT / PRIORITIZE",183,1792.84,1797.21,828.13,832.5,100,389,"Completed"
390,"PL-0213","SAST","Low",4,966.34,1.97,21.75,"Junior","Medium",25,25,21.75,38.5170954138533,25.54,"P4 - Low","PASS",843,1797.21,1799.18,830.87,832.84,100,390,"Completed"
391,"PL-0171","SAST","High",10,966.7,5,88.93,"Junior","Large",75,62.5,88.93,38.5314445604777,72.34,"P2 - High","WAIT / PRIORITIZE",130,1799.18,1804.18,832.48,837.48,100,391,"Completed"
392,"PL-0254","SAST","Medium",7,967.28,4.22,48.83,"Intermediate","Small",50,43.75,48.83,38.5545626300391,47.31,"P3 - Medium","PASS WITH MONITORING",482,1804.18,1808.4,836.9,841.12,100,392,"Completed"
393,"PL-0026","SAST","Low",2,970.34,3.79,19.09,"Intermediate","Small",25,12.5,19.09,38.6765303763462,22.39,"P4 - Low","PASS",919,1808.4,1812.19,838.06,841.85,100,393,"Completed"
394,"PL-0097","Container","Low",2,980.23,4.71,23.22,"Intermediate","Small",25,12.5,23.22,39.07073332111,23.46,"P4 - Low","PASS",888,1812.19,1816.9,831.96,836.67,100,394,"Completed"
395,"PL-0117","SAST","High",2,981.32,2.62,63.85,"Junior","Medium",75,12.5,63.85,39.1141793483893,56.12,"P3 - Medium","PASS WITH MONITORING",346,1816.9,1819.52,835.58,838.2,100,395,"Completed"
396,"PL-0134","SCA","Medium",3,987.65,3.34,58.16,"Junior","Medium",50,18.75,58.16,39.3664851765344,44.73,"P3 - Medium","PASS WITH MONITORING",552,1819.52,1822.86,831.87,835.21,100,396,"Completed"
397,"PL-0279","SAST","Medium",4,987.78,4.12,52.59,"Junior","Small",50,25,52.59,39.3716668128154,44.58,"P3 - Medium","PASS WITH MONITORING",556,1822.86,1826.98,835.08,839.2,100,397,"Completed"
398,"PL-0252","IaC","Medium",5,987.87,3.94,44.28,"Junior","Medium",50,31.25,44.28,39.3752540994715,43.76,"P3 - Medium","PASS WITH MONITORING",590,1826.98,1830.92,839.11,843.05,100,398,"Completed"
399,"PL-0173","SAST","Low",1,993,3.57,16.13,"Intermediate","Large",25,6.25,16.13,39.5797294388686,20.49,"P4 - Low","PASS",958,1830.92,1834.49,837.92,841.49,100,399,"Completed"
400,"PL-0239","SCA","Critical",7,1001.96,3.99,98.24,"Intermediate","Small",100,43.75,98.24,39.9368637548528,82.3,"P1 - Critical","BLOCK",81,1834.49,1838.48,832.53,836.52,100,400,"Completed"
401,"PL-0085","DAST","High",4,1004.54,5.23,74.27,"Intermediate","Small",75,25,74.27,40.0396993056607,61.32,"P2 - High","WAIT / PRIORITIZE",307,1838.48,1843.71,833.94,839.17,100,401,"Completed"
402,"PL-0033","IaC","Low",1,1004.89,2.17,25.21,"Intermediate","Small",25,6.25,25.21,40.0536498648789,22.81,"P4 - Low","PASS",908,1843.71,1845.88,838.82,840.99,100,402,"Completed"
403,"PL-0104","DAST","Critical",8,1004.96,6.27,100,"Intermediate","Medium",100,50,100,40.0564399767225,84.01,"P1 - Critical","BLOCK",67,1845.88,1852.15,840.92,847.19,100,403,"Completed"
404,"PL-0173","IaC","High",8,1006.45,4.29,82.57,"Intermediate","Small",75,50,82.57,40.1158295002511,68.4,"P2 - High","WAIT / PRIORITIZE",187,1852.15,1856.44,845.7,849.99,100,404,"Completed"
405,"PL-0130","SAST","Low",2,1006.49,4.53,15.17,"Intermediate","Medium",25,12.5,15.17,40.117423849876,21.55,"P4 - Low","PASS",933,1856.44,1860.97,849.95,854.48,100,405,"Completed"
406,"PL-0256","SCA","Low",3,1006.77,3.44,26.55,"Junior","Large",25,18.75,26.55,40.1285842972505,25.65,"P4 - Low","PASS",840,1860.97,1864.41,854.2,857.64,100,406,"Completed"
407,"PL-0126","SCA","Medium",5,1008.13,2.16,48.3,"Senior","Medium",50,31.25,48.3,40.1827921844981,44.84,"P3 - Medium","PASS WITH MONITORING",549,1864.41,1866.57,856.28,858.44,100,407,"Completed"
408,"PL-0035","Container","High",9,1009.61,5.84,79.32,"Junior","Medium",75,56.25,79.32,40.2417831206205,68.85,"P2 - High","WAIT / PRIORITIZE",184,1866.57,1872.41,856.96,862.8,100,408,"Completed"
409,"PL-0156","Container","High",5,1010.61,5.1,70.34,"Intermediate","Medium",75,31.25,70.34,40.2816418612437,61.61,"P2 - High","WAIT / PRIORITIZE",301,1872.41,1877.51,861.8,866.9,100,409,"Completed"
410,"PL-0045","SAST","Low",5,1013.52,4.97,37.82,"Intermediate","Small",25,31.25,37.82,40.3976307964573,30.99,"P4 - Low","PASS",755,1877.51,1882.48,863.99,868.96,100,410,"Completed"
411,"PL-0144","DAST","Medium",5,1017.13,6.17,48.76,"Junior","Medium",50,31.25,48.76,40.5415208501072,44.99,"P3 - Medium","PASS WITH MONITORING",546,1882.48,1888.65,865.35,871.52,100,411,"Completed"
412,"PL-0237","DAST","Medium",7,1018.39,7.31,67.65,"Senior","Medium",50,43.75,67.65,40.5917428632925,52.22,"P3 - Medium","PASS WITH MONITORING",380,1888.65,1895.96,870.26,877.57,100,412,"Completed"
413,"PL-0136","Container","Medium",3,1020.17,5.75,32.55,"Senior","Small",50,18.75,32.55,40.6626914216018,38.45,"P4 - Low","PASS",713,1895.96,1901.71,875.79,881.54,100,413,"Completed"
414,"PL-0249","SAST","Medium",5,1026.84,3.05,54.32,"Intermediate","Medium",50,31.25,54.32,40.9285492215588,46.42,"P3 - Medium","PASS WITH MONITORING",501,1901.71,1904.76,874.87,877.92,100,414,"Completed"
415,"PL-0253","Container","Low",1,1028.91,6.1,27.17,"Junior","Medium",25,6.25,27.17,41.0110568146489,23.39,"P4 - Low","PASS",890,1904.76,1910.86,875.85,881.95,100,415,"Completed"
416,"PL-0102","SAST","Low",2,1030.41,3.48,26.89,"Intermediate","Small",25,12.5,26.89,41.0708449255837,24.58,"P4 - Low","PASS",863,1910.86,1914.34,880.45,883.93,100,416,"Completed"
417,"PL-0102","Container","Medium",5,1033.95,6.53,53.71,"Intermediate","Medium",50,31.25,53.71,41.21194486739,46.3,"P3 - Medium","PASS WITH MONITORING",506,1914.34,1920.87,880.39,886.92,100,417,"Completed"
418,"PL-0095","Container","Medium",4,1033.98,5.75,33.98,"Junior","Medium",50,25,33.98,41.2131406296087,40.12,"P3 - Medium","PASS",675,1920.87,1926.62,886.89,892.64,100,418,"Completed"
419,"PL-0256","SAST","Critical",13,1034.46,5.93,100,"Intermediate","Small",100,81.25,100,41.2322728251078,90.37,"P1 - Critical","BLOCK",18,1926.62,1932.55,892.16,898.09,100,419,"Completed"
420,"PL-0233","Container","Medium",3,1037.07,5.58,55.47,"Junior","Medium",50,18.75,55.47,41.3363041381344,44.25,"P3 - Medium","PASS WITH MONITORING",572,1932.55,1938.13,895.48,901.06,100,420,"Completed"
421,"PL-0010","Container","Medium",1,1043.69,4.03,53.44,"Intermediate","Small",50,6.25,53.44,41.6001690010602,41.27,"P3 - Medium","PASS WITH MONITORING",653,1938.13,1942.16,894.44,898.47,100,421,"Completed"
422,"PL-0188","Container","High",4,1045.08,5.96,70.93,"Junior","Small",75,25,70.93,41.6555726505265,60.65,"P2 - High","WAIT / PRIORITIZE",316,1942.16,1948.12,897.08,903.04,100,422,"Completed"
423,"PL-0161","DAST","Medium",1,1045.53,6.27,47.74,"Junior","Small",50,6.25,47.74,41.673509083807,39.85,"P4 - Low","PASS WITH MONITORING",681,1948.12,1954.39,902.59,908.86,100,423,"Completed"
424,"PL-0214","Container","Critical",7,1046.63,5.03,94.05,"Intermediate","Large",100,43.75,94.05,41.7173536984925,81.43,"P1 - Critical","BLOCK",91,1954.39,1959.42,907.76,912.79,100,424,"Completed"
425,"PL-0271","SAST","Medium",2,1061.58,2.97,46.82,"Intermediate","Medium",50,12.5,46.82,42.3132418708098,40.94,"P3 - Medium","PASS WITH MONITORING",659,1959.42,1962.39,897.84,900.81,100,425,"Completed"
426,"PL-0068","SCA","High",7,1062.85,4.78,77.71,"Intermediate","Small",75,43.75,77.71,42.3638624714013,66.16,"P2 - High","WAIT / PRIORITIZE",230,1962.39,1967.17,899.54,904.32,100,426,"Completed"
427,"PL-0103","DAST","Medium",5,1064.08,6.9,48.85,"Junior","Small",50,31.25,48.85,42.4128887223679,45.2,"P3 - Medium","PASS WITH MONITORING",543,1967.17,1974.07,903.09,909.99,100,427,"Completed"
428,"PL-0138","SCA","Low",2,1064.65,4.47,26.48,"Intermediate","Small",25,12.5,26.48,42.4356082045232,24.61,"P4 - Low","PASS",862,1974.07,1978.54,909.42,913.89,100,428,"Completed"
429,"PL-0200","Container","Low",4,1066.43,5.59,30.85,"Junior","Small",25,25,30.85,42.5065567628325,28.21,"P4 - Low","PASS",791,1978.54,1984.13,912.11,917.7,100,429,"Completed"
430,"PL-0223","IaC","Low",1,1067.79,4.93,23.69,"Junior","Large",25,6.25,23.69,42.5607646500801,22.68,"P4 - Low","PASS",912,1984.13,1989.06,916.34,921.27,100,430,"Completed"
431,"PL-0173","Container","Medium",3,1071.98,4.59,46.84,"Intermediate","Small",50,18.75,46.84,42.7277727732915,42.23,"P3 - Medium","PASS WITH MONITORING",631,1989.06,1993.65,917.08,921.67,100,431,"Completed"
432,"PL-0084","SCA","High",9,1078.22,5.41,86.29,"Junior","Small",75,56.25,86.29,42.9764913147804,70.87,"P2 - High","WAIT / PRIORITIZE",145,1993.65,1999.06,915.43,920.84,100,432,"Completed"
433,"PL-0183","SCA","High",11,1079,4.23,83.01,"Intermediate","Small",75,68.75,83.01,43.0075811324665,72.55,"P2 - High","WAIT / PRIORITIZE",128,1999.06,2003.29,920.06,924.29,100,433,"Completed"
434,"PL-0120","SAST","Low",4,1081.94,3.75,37.67,"Junior","Small",25,25,37.67,43.1247658298988,29.98,"P4 - Low","PASS",769,2003.29,2007.04,921.35,925.1,100,434,"Completed"
435,"PL-0176","IaC","Medium",5,1087.65,3.6,51.75,"Intermediate","Small",50,31.25,51.75,43.3523592388575,46.02,"P3 - Medium","PASS WITH MONITORING",518,2007.04,2010.64,919.39,922.99,100,435,"Completed"
436,"PL-0008","SAST","High",10,1089.23,4.17,80.68,"Junior","Medium",75,62.5,80.68,43.4153360490422,70.76,"P2 - High","WAIT / PRIORITIZE",146,2010.64,2014.81,921.41,925.58,100,436,"Completed"
437,"PL-0105","Container","Low",3,1091.79,4.9,18.25,"Junior","Small",25,18.75,18.25,43.5173744250377,23.91,"P4 - Low","PASS",879,2014.81,2019.71,923.02,927.92,100,437,"Completed"
438,"PL-0176","SAST","Medium",2,1096.96,3.49,48.36,"Junior","Medium",50,12.5,48.36,43.7234441140598,41.46,"P3 - Medium","PASS WITH MONITORING",646,2019.71,2023.2,922.75,926.24,100,438,"Completed"
439,"PL-0075","SAST","Low",2,1099.6,3.6,25.56,"Senior","Medium",25,12.5,25.56,43.8286711893051,24.52,"P4 - Low","PASS",865,2023.2,2026.8,923.6,927.2,100,439,"Completed"
440,"PL-0141","SAST","High",5,1111.16,3.82,81.53,"Junior","Large",75,31.25,81.53,44.2894382309097,64.81,"P2 - High","WAIT / PRIORITIZE",254,2026.8,2030.62,915.64,919.46,100,440,"Completed"
441,"PL-0103","Container","High",7,1116.19,6.18,81.01,"Junior","Small",75,43.75,81.01,44.4899276962445,67.2,"P2 - High","WAIT / PRIORITIZE",205,2030.62,2036.8,914.43,920.61,100,441,"Completed"
442,"PL-0018","SAST","Medium",3,1119.35,5.15,43.19,"Senior","Medium",50,18.75,43.19,44.6158813166139,41.51,"P3 - Medium","PASS WITH MONITORING",645,2036.8,2041.95,917.45,922.6,100,442,"Completed"
443,"PL-0133","SCA","Medium",5,1120.33,2.58,53.94,"Intermediate","Small",50,31.25,53.94,44.6549428824247,46.7,"P3 - Medium","PASS WITH MONITORING",492,2041.95,2044.53,921.62,924.2,100,443,"Completed"
444,"PL-0031","SAST","Medium",3,1120.37,4.31,54.64,"Junior","Medium",50,18.75,54.64,44.6565372320496,44.38,"P3 - Medium","PASS WITH MONITORING",565,2044.53,2048.84,924.16,928.47,100,444,"Completed"
445,"PL-0020","SAST","Medium",3,1121.8,3.83,53.34,"Junior","Medium",50,18.75,53.34,44.7135352311408,44.06,"P3 - Medium","PASS WITH MONITORING",580,2048.84,2052.67,927.04,930.87,100,445,"Completed"
446,"PL-0210","DAST","High",5,1122.83,6.55,80.47,"Intermediate","Small",75,31.25,80.47,44.7545897339828,64.59,"P2 - High","WAIT / PRIORITIZE",260,2052.67,2059.22,929.84,936.39,100,446,"Completed"
447,"PL-0103","SAST","Critical",6,1123.89,3.58,100,"Intermediate","Medium",100,37.5,100,44.7968399990434,81.98,"P1 - Critical","BLOCK",86,2059.22,2062.8,935.33,938.91,100,447,"Completed"
448,"PL-0241","DAST","High",5,1126.07,4.86,71.3,"Senior","Medium",75,31.25,71.3,44.883732053602,62.31,"P2 - High","WAIT / PRIORITIZE",288,2062.8,2067.66,936.73,941.59,100,448,"Completed"
449,"PL-0195","Container","Critical",6,1128.54,6.05,100,"Junior","Small",100,37.5,100,44.9821831429414,82,"P1 - Critical","BLOCK",84,2067.66,2073.71,939.12,945.17,100,449,"Completed"
450,"PL-0240","SCA","Medium",2,1129.12,2.53,44.26,"Senior","Small",50,12.5,44.26,45.0053012125029,40.57,"P3 - Medium","PASS WITH MONITORING",667,2073.71,2076.24,944.59,947.12,100,450,"Completed"
451,"PL-0264","SCA","High",4,1132.61,3.93,97.06,"Intermediate","Medium",75,25,97.06,45.144408217278,67.53,"P2 - High","WAIT / PRIORITIZE",200,2076.24,2080.17,943.63,947.56,100,451,"Completed"
452,"PL-0275","SAST","Low",1,1133.78,2.16,13.02,"Junior","Medium",25,6.25,13.02,45.1910429438071,20.27,"P4 - Low","PASS",962,2080.17,2082.33,946.39,948.55,100,452,"Completed"
453,"PL-0114","DAST","Low",2,1135.31,6.32,18.71,"Intermediate","Medium",25,12.5,18.71,45.2520268169607,22.95,"P4 - Low","PASS",904,2082.33,2088.65,947.02,953.34,100,453,"Completed"
454,"PL-0266","SAST","Medium",3,1137.94,3.71,53.52,"Junior","Small",50,18.75,53.52,45.3568553047998,44.17,"P3 - Medium","PASS WITH MONITORING",576,2088.65,2092.36,950.71,954.42,100,454,"Completed"
455,"PL-0207","SAST","Medium",7,1139.18,6.47,54.84,"Junior","Small",50,43.75,54.84,45.4062801431726,49.5,"P3 - Medium","PASS WITH MONITORING",424,2092.36,2098.83,953.18,959.65,100,455,"Completed"
456,"PL-0268","Container","Medium",4,1142.2,4.71,46.31,"Intermediate","Small",50,25,46.31,45.5266535398548,43.63,"P3 - Medium","PASS WITH MONITORING",594,2098.83,2103.54,956.63,961.34,100,456,"Completed"
457,"PL-0163","SCA","Low",2,1144.84,4.3,29.98,"Junior","Small",25,12.5,29.98,45.6318806151001,25.81,"P4 - Low","PASS",836,2103.54,2107.84,958.7,963,100,457,"Completed"
458,"PL-0180","Container","Low",3,1146.78,6.09,32.42,"Junior","Medium",25,18.75,32.42,45.7092065719091,27.68,"P4 - Low","PASS",801,2107.84,2113.93,961.06,967.15,100,458,"Completed"
459,"PL-0112","SCA","Medium",3,1150.68,2.77,61.96,"Junior","Large",50,18.75,61.96,45.8646556603398,46.33,"P3 - Medium","PASS WITH MONITORING",504,2113.93,2116.7,963.25,966.02,100,459,"Completed"
460,"PL-0032","Container","High",8,1151.24,5.86,77.5,"Senior","Small",75,50,77.5,45.8869765550888,67.71,"P2 - High","WAIT / PRIORITIZE",197,2116.7,2122.56,965.46,971.32,100,460,"Completed"
461,"PL-0189","Container","Medium",5,1152.19,5.08,36.48,"Senior","Small",50,31.25,36.48,45.9248423586808,42.46,"P3 - Medium","PASS",625,2122.56,2127.64,970.37,975.45,100,461,"Completed"
462,"PL-0054","Container","High",4,1153.87,5.49,82.06,"Intermediate","Medium",75,25,82.06,45.9918050429279,63.86,"P2 - High","WAIT / PRIORITIZE",271,2127.64,2133.13,973.77,979.26,100,462,"Completed"
463,"PL-0129","SCA","High",5,1155.56,3.68,80.74,"Intermediate","Small",75,31.25,80.74,46.0591663145811,64.79,"P2 - High","WAIT / PRIORITIZE",255,2133.13,2136.81,977.57,981.25,100,463,"Completed"
464,"PL-0007","DAST","Medium",4,1156.3,5.31,58.26,"Intermediate","Large",50,25,58.26,46.0886617826423,46.67,"P3 - Medium","PASS WITH MONITORING",493,2136.81,2142.12,980.51,985.82,100,464,"Completed"
465,"PL-0203","DAST","Low",4,1158.66,6.52,29.45,"Intermediate","Small",25,25,29.45,46.1827284105131,28.23,"P4 - Low","PASS",789,2142.12,2148.64,983.46,989.98,100,465,"Completed"
466,"PL-0011","Container","Medium",9,1163.41,7.14,51.88,"Intermediate","Small",50,56.25,51.88,46.3720574284735,51.36,"P3 - Medium","PASS WITH MONITORING",390,2148.64,2155.78,985.23,992.37,100,466,"Completed"
467,"PL-0077","Container","Medium",3,1164.01,6.38,45.74,"Senior","Large",50,18.75,45.74,46.3959726728474,42.32,"P3 - Medium","PASS WITH MONITORING",626,2155.78,2162.16,991.77,998.15,100,467,"Completed"
468,"PL-0101","DAST","Medium",3,1167.55,5.07,52.46,"Intermediate","Medium",50,18.75,52.46,46.5370726146537,44.02,"P3 - Medium","PASS WITH MONITORING",582,2162.16,2167.23,994.61,999.68,100,468,"Completed"
469,"PL-0226","IaC","Medium",5,1172.64,3.9,61.57,"Intermediate","Small",50,31.25,61.57,46.7399536044259,48.82,"P3 - Medium","PASS WITH MONITORING",445,2167.23,2171.13,994.59,998.49,100,469,"Completed"
470,"PL-0143","Container","Low",3,1175.32,4.8,30.61,"Junior","Medium",25,18.75,30.61,46.8467750292962,27.34,"P4 - Low","PASS",808,2171.13,2175.93,995.81,1000.61,100,470,"Completed"
471,"PL-0037","IaC","Low",1,1175.84,3.4,16.85,"Intermediate","Small",25,6.25,16.85,46.8675015744203,21.4,"P4 - Low","PASS",938,2175.93,2179.33,1000.09,1003.49,100,471,"Completed"
472,"PL-0256","IaC","High",4,1179.25,3.9,73.63,"Intermediate","Large",75,25,73.63,47.0034198799455,61.86,"P2 - High","WAIT / PRIORITIZE",298,2179.33,2183.23,1000.08,1003.98,100,472,"Completed"
473,"PL-0177","DAST","Critical",5,1180.63,5.58,100,"Junior","Medium",100,31.25,100,47.0584249420055,80.96,"P1 - Critical","BLOCK",95,2183.23,2188.81,1002.6,1008.18,100,473,"Completed"
474,"PL-0210","SAST","Medium",6,1183.33,4.35,47.97,"Junior","Small",50,37.5,47.97,47.1660435416883,46.71,"P3 - Medium","PASS WITH MONITORING",491,2188.81,2193.16,1005.48,1009.83,100,474,"Completed"
475,"PL-0118","SAST","High",3,1185.37,4.79,61.24,"Intermediate","Small",75,18.75,61.24,47.2473553725596,57.53,"P3 - Medium","PASS WITH MONITORING",340,2193.16,2197.95,1007.79,1012.58,100,475,"Completed"
476,"PL-0273","IaC","Low",3,1194.72,3.52,27.41,"Intermediate","Small",25,18.75,27.41,47.6200345973869,26.61,"P4 - Low","PASS",819,2197.95,2201.47,1003.23,1006.75,100,476,"Completed"
477,"PL-0039","SCA","Medium",4,1198.86,3.09,47.4,"Intermediate","Small",50,25,47.4,47.785049783567,44.13,"P3 - Medium","PASS WITH MONITORING",579,2201.47,2204.56,1002.61,1005.7,100,477,"Completed"
478,"PL-0204","SCA","Low",1,1206.98,3.41,22.59,"Senior","Small",25,6.25,22.59,48.1087027574277,22.96,"P4 - Low","PASS",902,2204.56,2207.97,997.58,1000.99,100,478,"Completed"
479,"PL-0222","SCA","High",4,1207.91,3.56,70.29,"Junior","Small",75,25,70.29,48.1457713862073,61.14,"P2 - High","WAIT / PRIORITIZE",309,2207.97,2211.53,1000.06,1003.62,100,479,"Completed"
480,"PL-0163","SCA","High",9,1210.2,4.5,83.07,"Intermediate","Small",75,56.25,83.07,48.2370479022345,70.59,"P2 - High","WAIT / PRIORITIZE",148,2211.53,2216.03,1001.33,1005.83,100,480,"Completed"
481,"PL-0148","IaC","Low",2,1212.7,4.06,13.53,"Junior","Medium",25,12.5,13.53,48.3366947537926,21.97,"P4 - Low","PASS",925,2216.03,2220.09,1003.33,1007.39,100,481,"Completed"
482,"PL-0008","Container","High",9,1215.35,5.9,78.84,"Senior","Small",75,56.25,78.84,48.4423204164441,69.55,"P2 - High","WAIT / PRIORITIZE",166,2220.09,2225.99,1004.74,1010.64,100,482,"Completed"
483,"PL-0276","IaC","Medium",4,1215.61,3.52,44.55,"Senior","Small",50,25,44.55,48.4526836890062,43.48,"P3 - Medium","PASS WITH MONITORING",599,2225.99,2229.51,1010.38,1013.9,100,483,"Completed"
484,"PL-0156","SCA","Critical",10,1216.64,3.43,100,"Intermediate","Large",100,62.5,100,48.4937381918481,87.35,"P1 - Critical","BLOCK",40,2229.51,2232.94,1012.87,1016.3,100,484,"Completed"
485,"PL-0097","SCA","Medium",7,1217.22,3.05,66.82,"Senior","Medium",50,43.75,66.82,48.5168562614096,52.81,"P3 - Medium","PASS WITH MONITORING",371,2232.94,2235.99,1015.72,1018.77,100,485,"Completed"
486,"PL-0184","SAST","Low",1,1218.67,4.32,13.36,"Junior","Medium",25,6.25,13.36,48.5746514353132,20.7,"P4 - Low","PASS",954,2235.99,2240.31,1017.32,1021.64,100,486,"Completed"
487,"PL-0046","SCA","Low",2,1220.54,2.89,20.9,"Intermediate","Medium",25,12.5,20.9,48.6491872802787,23.84,"P4 - Low","PASS",881,2240.31,2243.2,1019.77,1022.66,100,487,"Completed"
488,"PL-0248","SCA","Low",2,1220.85,3.07,14.64,"Intermediate","Medium",25,12.5,14.64,48.6615434898719,22.28,"P4 - Low","PASS",921,2243.2,2246.27,1022.35,1025.42,100,488,"Completed"
489,"PL-0184","SAST","Critical",6,1221.28,4.05,100,"Junior","Small",100,37.5,100,48.6786827483399,82.37,"P1 - Critical","BLOCK",80,2246.27,2250.32,1024.99,1029.04,100,489,"Completed"
490,"PL-0098","Container","High",10,1225.14,5.88,87,"Intermediate","Medium",75,62.5,87,48.8325374871456,72.88,"P2 - High","WAIT / PRIORITIZE",127,2250.32,2256.2,1025.18,1031.06,100,490,"Completed"
491,"PL-0069","DAST","Medium",8,1228.02,7.26,56.79,"Intermediate","Small",50,50,56.79,48.9473306601405,51.59,"P3 - Medium","PASS WITH MONITORING",388,2256.2,2263.46,1028.18,1035.44,100,491,"Completed"
492,"PL-0268","SAST","Critical",7,1229.35,4.3,100,"Intermediate","Large",100,43.75,100,49.0003427851694,83.65,"P1 - Critical","BLOCK",69,2263.46,2267.76,1034.11,1038.41,100,492,"Completed"
493,"PL-0259","DAST","Medium",6,1229.97,5.69,49.42,"Junior","Small",50,37.5,49.42,49.0250552043558,47.26,"P3 - Medium","PASS WITH MONITORING",483,2267.76,2273.45,1037.79,1043.48,100,493,"Completed"
